,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,CallPut,Symbol
706,NIO210115C00001500,2020-05-15 3:31PM EDT,1.5,2.15,2.12,2.25,0.03,+1.42%,4,5458,136.72%,call,NIO
707,NIO210115C00002000,2020-05-15 3:57PM EDT,2.0,1.86,1.82,1.98,-0.09,-4.62%,7,23857,132.23%,call,NIO
708,NIO210115C00002500,2020-05-15 3:02PM EDT,2.5,1.6,1.57,1.66,-0.09,-5.33%,2,11739,123.63%,call,NIO
709,NIO210115C00003000,2020-05-15 3:13PM EDT,3.0,1.37,1.35,1.37,-0.03,-2.14%,122,27677,116.60%,call,NIO
710,NIO210115C00003500,2020-05-15 3:42PM EDT,3.5,1.2,1.15,1.23,-0.03,-2.44%,294,5288,116.21%,call,NIO
711,NIO210115C00004000,2020-05-15 3:59PM EDT,4.0,1.02,1.02,1.03,-0.09,-8.11%,172,20624,113.67%,call,NIO
712,NIO210115C00004500,2020-05-15 3:43PM EDT,4.5,0.88,0.83,0.9,-0.03,-3.30%,26,6148,109.96%,call,NIO
713,NIO210115C00005000,2020-05-15 3:57PM EDT,5.0,0.76,0.75,0.8,-0.05,-6.17%,332,52872,110.94%,call,NIO
714,NIO210115C00005500,2020-05-14 3:47PM EDT,5.5,0.72,0.66,0.7,0.0,-,55,11327,110.16%,call,NIO
715,NIO210115C00007000,2020-05-15 3:49PM EDT,7.0,0.43,0.43,0.53,-0.06,-12.24%,31,28356,109.57%,call,NIO
716,NIO210115C00010000,2020-05-15 3:57PM EDT,10.0,0.22,0.21,0.22,-0.04,-15.38%,628,61790,103.13%,call,NIO
717,NIO210115C00012000,2020-05-15 1:05PM EDT,12.0,0.15,0.14,0.16,-0.02,-11.76%,37,12830,103.91%,call,NIO
718,NIO210115C00015000,2020-05-15 3:18PM EDT,15.0,0.1,0.09,0.14,-0.02,-16.67%,26,14702,108.98%,call,NIO
719,NIO210115C00017000,2020-05-15 1:38PM EDT,17.0,0.09,0.08,0.11,0.03,+50.00%,12,4673,110.94%,call,NIO
720,NIO210115C00020000,2020-05-15 3:30PM EDT,20.0,0.07,0.06,0.07,0.0,-,309,23574,110.94%,call,NIO
721,NIO210115P00000500,2020-05-15 2:02PM EDT,0.5,0.08,0.07,0.09,0.01,+14.29%,4,7272,185.16%,put,NIO
722,NIO210115P00001000,2020-05-15 2:47PM EDT,1.0,0.21,0.2,0.22,0.0,-,40,152913,163.28%,put,NIO
723,NIO210115P00001500,2020-05-15 9:37AM EDT,1.5,0.38,0.35,0.37,0.01,+2.70%,1,19207,146.09%,put,NIO
724,NIO210115P00002000,2020-05-15 3:45PM EDT,2.0,0.56,0.56,0.58,-0.01,-1.75%,2,88836,138.28%,put,NIO
725,NIO210115P00002500,2020-05-15 2:31PM EDT,2.5,0.81,0.81,0.83,0.01,+1.25%,3,14805,133.20%,put,NIO
726,NIO210115P00003000,2020-05-15 11:26AM EDT,3.0,1.1,1.07,1.12,0.01,+0.92%,2,33252,128.13%,put,NIO
727,NIO210115P00003500,2020-05-14 3:43PM EDT,3.5,1.4,1.39,1.44,0.0,-,16,6344,125.78%,put,NIO
728,NIO210115P00004000,2020-05-14 9:44AM EDT,4.0,1.82,1.68,1.78,0.0,-,1,64269,120.90%,put,NIO
729,NIO210115P00004500,2020-05-11 3:12PM EDT,4.5,2.0,2.05,2.18,0.0,-,10,3455,121.09%,put,NIO
730,NIO210115P00005000,2020-05-12 2:36PM EDT,5.0,2.4,2.4,2.56,0.0,-,3,17727,117.77%,put,NIO
731,NIO210115P00005500,2020-05-13 11:33AM EDT,5.5,2.87,2.8,2.97,0.0,-,1,2297,117.19%,put,NIO
732,NIO210115P00007000,2020-05-15 11:29AM EDT,7.0,4.15,4.1,4.25,0.15,+3.75%,5,3859,116.02%,put,NIO
733,NIO210115P00010000,2020-05-15 2:26PM EDT,10.0,6.93,6.9,7.0,0.23,+3.43%,1,14483,116.21%,put,NIO
734,NIO210115P00012000,2020-05-11 10:40AM EDT,12.0,8.65,8.85,8.95,0.0,-,10,2008,120.70%,put,NIO
735,NIO210115P00015000,2020-05-01 2:58PM EDT,15.0,12.02,11.75,11.85,0.0,-,20,55,118.75%,put,NIO
736,NIO210115P00017000,2020-05-01 3:49PM EDT,17.0,13.95,13.55,13.9,0.0,-,23,35,111.33%,put,NIO
737,NIO210115P00020000,2020-05-12 2:50PM EDT,20.0,16.48,16.7,16.9,0.0,-,2,223,133.20%,put,NIO
738,NIO220121C00000500,2020-05-15 10:30AM EDT,0.5,3.0,2.8,3.2,0.0,-,1,439,136.72%,call,NIO
739,NIO220121C00001000,2020-05-15 3:32PM EDT,1.0,2.6,2.5,2.69,-0.09,-3.35%,104,5841,105.47%,call,NIO
740,NIO220121C00001500,2020-05-15 2:36PM EDT,1.5,2.4,2.19,2.59,0.09,+3.90%,1,4704,112.50%,call,NIO
741,NIO220121C00002000,2020-05-15 3:51PM EDT,2.0,2.18,2.12,2.35,-0.07,-3.11%,21,9325,116.80%,call,NIO
742,NIO220121C00002500,2020-05-15 3:15PM EDT,2.5,1.98,1.89,2.16,-0.04,-1.98%,8,11397,111.91%,call,NIO
743,NIO220121C00003000,2020-05-15 3:58PM EDT,3.0,1.9,1.8,1.9,0.0,-,51,10263,109.18%,call,NIO
744,NIO220121C00003500,2020-05-15 12:49PM EDT,3.5,1.7,1.54,1.79,-0.03,-1.73%,10,4321,104.69%,call,NIO
745,NIO220121C00004000,2020-05-15 3:40PM EDT,4.0,1.56,1.55,1.62,-0.07,-4.29%,182,7647,106.93%,call,NIO
746,NIO220121C00004500,2020-05-15 2:40PM EDT,4.5,1.45,1.34,1.62,-0.02,-1.36%,12,3909,106.45%,call,NIO
747,NIO220121C00005000,2020-05-15 3:24PM EDT,5.0,1.34,1.34,1.53,-0.09,-6.29%,415,22269,109.08%,call,NIO
748,NIO220121C00005500,2020-05-15 12:57PM EDT,5.5,1.31,1.15,1.38,0.12,+10.08%,6,98,103.42%,call,NIO
749,NIO220121C00007000,2020-05-15 3:29PM EDT,7.0,1.04,0.84,1.08,-0.04,-3.70%,32,9923,97.07%,call,NIO
750,NIO220121C00010000,2020-05-15 3:31PM EDT,10.0,0.75,0.75,0.78,-0.06,-7.41%,96,19062,100.98%,call,NIO
751,NIO220121P00000500,2020-05-15 10:22AM EDT,0.5,0.22,0.17,0.19,0.02,+10.00%,5,390,156.25%,put,NIO
752,NIO220121P00001000,2020-05-15 12:45PM EDT,1.0,0.43,0.41,0.49,0.03,+7.50%,13,21083,150.00%,put,NIO
753,NIO220121P00001500,2020-05-15 9:57AM EDT,1.5,0.72,0.68,0.73,-0.03,-4.00%,53,17207,137.70%,put,NIO
754,NIO220121P00002000,2020-05-15 9:43AM EDT,2.0,1.03,0.99,1.05,-0.02,-1.90%,17,30149,133.59%,put,NIO
755,NIO220121P00002500,2020-05-15 3:26PM EDT,2.5,1.35,1.3,1.46,0.02,+1.50%,129,5107,132.81%,put,NIO
756,NIO220121P00003000,2020-05-15 9:45AM EDT,3.0,1.7,1.65,1.81,-0.01,-0.58%,4,5034,129.69%,put,NIO
757,NIO220121P00003500,2020-05-14 11:39AM EDT,3.5,2.08,2.01,2.15,0.0,-,40,2860,125.98%,put,NIO
758,NIO220121P00004000,2020-05-15 3:58PM EDT,4.0,2.45,2.4,2.45,0.06,+2.51%,3,1511,121.58%,put,NIO
759,NIO220121P00004500,2020-05-08 10:48AM EDT,4.5,2.73,2.7,2.94,0.0,-,2,812,120.41%,put,NIO
760,NIO220121P00005000,2020-05-14 10:23AM EDT,5.0,3.23,3.15,3.35,0.0,-,10,8927,121.00%,put,NIO
761,NIO220121P00005500,2020-04-28 9:39AM EDT,5.5,3.7,3.5,3.75,0.0,-,2,77,117.58%,put,NIO
762,NIO220121P00007000,2020-05-11 11:41AM EDT,7.0,4.75,4.8,5.05,0.0,-,30,440,116.60%,put,NIO
763,NIO220121P00010000,2020-05-12 1:32PM EDT,10.0,7.49,7.5,7.75,0.0,-,20,84,114.36%,put,NIO
764,IAG200619C00001000,2020-05-14 3:59PM EDT,1.0,2.8,2.7,2.95,0.0,-,2,16,325.00%,call,IAG
765,IAG200619C00002000,2020-05-15 1:05PM EDT,2.0,1.85,1.85,1.95,0.15,+8.82%,101,467,128.13%,call,IAG
766,IAG200619C00003000,2020-05-15 3:52PM EDT,3.0,0.95,0.85,1.0,0.07,+7.95%,77,2417,71.88%,call,IAG
767,IAG200619C00004000,2020-05-15 2:47PM EDT,4.0,0.3,0.25,0.35,0.0,-,312,2648,74.61%,call,IAG
768,IAG200619C00005000,2020-05-15 3:57PM EDT,5.0,0.1,0.05,0.15,0.0,-,48,2357,85.16%,call,IAG
769,IAG200619C00006000,2020-05-15 10:04AM EDT,6.0,0.1,0.0,0.05,0.03,+42.86%,1,215,85.94%,call,IAG
770,IAG200619C00007000,2020-04-23 10:11AM EDT,7.0,0.05,0.0,0.2,0.0,-,30,155,146.88%,call,IAG
771,IAG200619P00001000,2020-03-25 2:01PM EDT,1.0,0.05,0.0,0.15,0.0,-,-,6,331.25%,put,IAG
772,IAG200619P00002000,2020-05-12 2:13PM EDT,2.0,0.03,0.0,0.0,0.0,-,50,60,50.00%,put,IAG
773,IAG200619P00003000,2020-05-15 3:27PM EDT,3.0,0.08,0.05,0.1,-0.02,-20.00%,32,496,85.16%,put,IAG
774,IAG200619P00004000,2020-05-15 3:27PM EDT,4.0,0.45,0.45,0.5,-0.15,-25.00%,43,2331,86.33%,put,IAG
775,IAG200619P00005000,2020-05-15 2:36PM EDT,5.0,1.3,1.05,1.5,0.0,-,43,91,100.78%,put,IAG
776,IAG200619P00007000,2020-03-12 12:36PM EDT,7.0,4.69,4.0,4.5,0.0,-,-,-,389.84%,put,IAG
777,IAG200918C00001000,2020-05-07 12:27PM EDT,1.0,2.6,2.75,2.95,0.0,-,2,23,168.75%,call,IAG
778,IAG200918C00002000,2020-05-15 11:02AM EDT,2.0,1.95,1.8,2.0,0.15,+8.33%,29,402,67.19%,call,IAG
779,IAG200918C00003000,2020-05-15 3:21PM EDT,3.0,1.17,1.1,1.2,0.07,+6.36%,25,753,77.34%,call,IAG
780,IAG200918C00004000,2020-05-15 3:09PM EDT,4.0,0.65,0.5,0.7,0.04,+6.56%,199,3496,72.07%,call,IAG
781,IAG200918C00005000,2020-05-15 11:02AM EDT,5.0,0.45,0.35,0.45,0.1,+28.57%,10,588,82.81%,call,IAG
782,IAG200918C00006000,2020-05-15 3:07PM EDT,6.0,0.27,0.25,0.3,0.07,+35.00%,30,180,88.67%,call,IAG
783,IAG200918C00007000,2020-05-07 9:40AM EDT,7.0,0.17,0.1,0.25,0.0,-,10,17,89.84%,call,IAG
784,IAG200918P00002000,2020-04-27 12:10PM EDT,2.0,0.2,0.0,0.15,0.0,-,1,50,91.41%,put,IAG
785,IAG200918P00003000,2020-05-13 3:31PM EDT,3.0,0.4,0.25,0.4,0.0,-,10,1815,85.55%,put,IAG
786,IAG200918P00004000,2020-05-13 11:46AM EDT,4.0,0.95,0.75,0.85,0.0,-,1,39,81.05%,put,IAG
787,IAG200918P00005000,2020-02-24 4:09PM EDT,5.0,1.7,2.2,3.6,0.0,-,-,4,241.41%,put,IAG
788,IAG200918P00006000,2020-05-04 12:03AM EDT,6.0,2.7,2.25,2.5,0.0,-,-,5,86.13%,put,IAG
789,IAG201218C00001000,2020-05-11 9:44AM EDT,1.0,2.7,2.75,2.95,0.0,-,2,2,128.13%,call,IAG
790,IAG201218C00002000,2020-05-11 11:10AM EDT,2.0,1.75,-,-,0.0,-,-,2,0.00%,call,IAG
791,IAG201218C00003000,2020-05-14 3:10PM EDT,3.0,1.25,1.25,1.65,0.0,-,1,19,91.99%,call,IAG
792,IAG201218C00004000,2020-05-14 3:22PM EDT,4.0,0.82,0.80,0.95,0.0,-,6,49,78.32%,call,IAG
793,IAG201218C00005000,2020-05-14 1:54PM EDT,5.0,0.53,0.50,0.90,0.0,-,2,27,88.48%,call,IAG
794,IAG201218C00006000,2020-05-15 9:33AM EDT,6.0,0.4,0.10,0.50,0.02,+5.26%,100,97,69.92%,call,IAG
795,IAG201218P00003000,2020-05-01 11:54AM EDT,3.0,0.55,0.25,0.55,0.0,-,30,55,73.44%,put,IAG
796,IAG201218P00004000,2020-05-14 1:02PM EDT,4.0,1.0,0.95,1.1,0.0,-,1,49,81.05%,put,IAG
797,IAG201218P00005000,2020-04-24 2:22PM EDT,5.0,2.0,1.45,1.85,0.0,-,200,200,74.12%,put,IAG
798,IAG201218P00006000,2020-05-05 3:46PM EDT,6.0,2.8,2.2,2.65,0.0,-,2,100,70.51%,put,IAG
799,IAG210115C00001000,2020-05-12 11:21AM EDT,1.0,2.68,2.6,3.6,0.0,-,26,1396,174.61%,call,IAG
800,IAG210115C00002000,2020-05-14 10:14AM EDT,2.0,1.8,1.9,2.3,0.0,-,10,2401,93.95%,call,IAG
801,IAG210115C00003000,2020-05-15 3:56PM EDT,3.0,1.35,1.3,1.4,0.07,+5.47%,24,4949,76.17%,call,IAG
802,IAG210115C00004000,2020-05-15 3:15PM EDT,4.0,0.91,0.9,0.95,0.06,+7.06%,47,6136,77.83%,call,IAG
803,IAG210115C00005000,2020-05-15 12:15PM EDT,5.0,0.65,0.6,0.65,0.05,+8.33%,153,2012,77.34%,call,IAG
804,IAG210115C00006000,2020-05-15 3:31PM EDT,6.0,0.45,0.35,0.5,0.05,+12.50%,45,126,76.76%,call,IAG
805,IAG210115C00007000,2020-05-15 10:13AM EDT,7.0,0.3,0.05,0.4,0.05,+20.00%,50,2373,69.73%,call,IAG
806,IAG210115P00001000,2020-03-27 5:38AM EDT,1.0,0.2,0.0,0.0,0.0,-,-,0,50.00%,put,IAG
807,IAG210115P00002000,2020-05-04 12:18PM EDT,2.0,0.22,0.1,0.25,0.0,-,3,630,85.94%,put,IAG
808,IAG210115P00003000,2020-04-30 10:22AM EDT,3.0,0.65,0.45,0.6,0.0,-,20,826,81.84%,put,IAG
809,IAG210115P00004000,2020-05-15 3:10PM EDT,4.0,1.1,0.9,1.3,-0.1,-8.33%,6,292,82.42%,put,IAG
810,IAG210115P00005000,2020-04-28 3:51PM EDT,5.0,2.02,1.55,1.9,0.0,-,2,146,75.78%,put,IAG
811,IAG210115P00007000,2020-03-27 5:38AM EDT,7.0,3.6,4.0,4.3,0.0,-,5,14,137.70%,put,IAG
812,IAG220121C00001000,2020-05-14 1:56PM EDT,1.0,2.8,2.5,3.3,0.0,-,2,104,57.81%,call,IAG
813,IAG220121C00002000,2020-05-15 2:03PM EDT,2.0,2.3,2.1,3.1,0.4,+21.05%,21,180,108.59%,call,IAG
814,IAG220121C00003000,2020-05-15 3:49PM EDT,3.0,1.8,1.7,2.0,0.2,+12.50%,21,908,80.57%,call,IAG
815,IAG220121C00004000,2020-05-15 3:57PM EDT,4.0,1.53,1.45,1.65,0.23,+17.69%,68,655,82.62%,call,IAG
816,IAG220121C00005000,2020-05-12 1:05PM EDT,5.0,1.0,1.15,1.5,0.0,-,2,266,83.98%,call,IAG
817,IAG220121C00007000,2020-05-15 3:30PM EDT,7.0,1.0,0.9,1.2,0.15,+17.65%,6,744,87.70%,call,IAG
818,IAG220121P00001000,2020-03-27 5:38AM EDT,1.0,0.7,0.0,0.45,0.0,-,1,0,110.94%,put,IAG
819,IAG220121P00002000,2020-05-15 9:40AM EDT,2.0,0.35,0.25,0.8,-0.25,-41.67%,4,0,89.65%,put,IAG
820,IAG220121P00003000,2020-04-23 9:34AM EDT,3.0,1.21,0.5,1.45,0.0,-,20,279,80.96%,put,IAG
821,IAG220121P00004000,2020-05-15 11:09AM EDT,4.0,1.6,1.2,1.9,-0.2,-11.11%,1,147,75.98%,put,IAG
822,IAG220121P00005000,2020-04-27 11:50AM EDT,5.0,2.5,1.9,3.0,0.0,-,105,149,84.38%,put,IAG
823,IAG220121P00007000,2020-03-11 1:46PM EDT,7.0,4.7,3.6,5.9,0.0,-,30,56,117.48%,put,IAG
824,DGLY200821C00002500,2020-05-12 11:30AM EDT,2.5,0.05,0.05,0.1,0.0,-,2,136,185.94%,call,DGLY
825,DGLY200821P00002500,2020-02-04 1:23PM EDT,2.5,1.6,0.0,4.0,0.0,-,5,0,334.38%,put,DGLY
826,DGLY201120C00002500,2020-05-13 12:36PM EDT,2.5,0.1,0.0,9.7,0.0,-,3,27,0.00%,call,DGLY
827,DGLY201120C00005000,2020-05-06 1:55PM EDT,5.0,0.05,0.0,9.7,0.0,-,-,4,0.00%,call,DGLY
828,HMHC200619C00002500,2020-05-12 1:42PM EDT,2.5,0.05,0.0,0.05,0.0,-,11,1965,171.88%,call,HMHC
829,HMHC200619C00005000,2020-04-13 10:15AM EDT,5.0,0.05,0.0,0.0,0.0,-,1,0,50.00%,call,HMHC
830,HMHC200619C00007500,2020-04-29 3:30PM EDT,7.5,0.3,0.0,0.05,0.0,-,10,2733,318.75%,call,HMHC
831,HMHC200619P00002500,2020-04-22 3:46PM EDT,2.5,1.4,0.75,1.75,0.0,-,1,1,467.19%,put,HMHC
832,HMHC200619P00005000,2020-01-29 1:13PM EDT,5.0,0.35,0.1,1.1,0.0,-,300,603,0.00%,put,HMHC
833,HMHC200918C00002500,2020-05-14 11:09AM EDT,2.5,0.15,0.1,0.2,0.02,+15.38%,1,1191,154.69%,call,HMHC
834,HMHC200918C00005000,2020-05-11 12:11PM EDT,5.0,0.05,0.0,0.4,0.0,-,20,361,235.16%,call,HMHC
835,HMHC200918C00007500,2020-04-29 3:58PM EDT,7.5,0.05,0.0,1.5,0.0,-,20,238,492.19%,call,HMHC
836,HMHC200918C00010000,2020-03-27 4:31AM EDT,10.0,0.15,0.1,0.15,0.0,-,-,40,251.56%,call,HMHC
837,HMHC201218C00002500,2020-05-12 1:35PM EDT,2.5,0.25,0.25,0.3,0.0,-,25,410,155.08%,call,HMHC
838,HMHC201218C00005000,2020-05-07 1:32PM EDT,5.0,0.05,0.0,0.1,0.0,-,-,534,121.88%,call,HMHC
839,ETM200619C00001000,2020-05-15 3:42PM EDT,1.0,0.25,0.2,0.3,-0.05,-16.67%,149,604,154.69%,call,ETM
840,ETM200619C00002000,2020-05-14 11:00AM EDT,2.0,0.05,0.0,0.1,0.0,-,165,630,173.44%,call,ETM
841,ETM200619C00003000,2020-04-06 9:32AM EDT,3.0,0.08,0.0,0.2,0.0,-,10,170,293.75%,call,ETM
842,ETM200619C00004000,2020-04-23 1:11PM EDT,4.0,0.05,0.0,0.05,0.0,-,180,238,243.75%,call,ETM
843,ETM200619C00005000,2020-03-23 11:49AM EDT,5.0,0.05,0.0,0.05,0.0,-,1,944,271.88%,call,ETM
844,ETM200619C00006000,2020-04-14 9:30AM EDT,6.0,0.05,0.0,0.0,0.0,-,1,396,50.00%,call,ETM
845,ETM200619C00007000,2020-03-11 11:27AM EDT,7.0,0.3,0.0,0.7,0.0,-,10,218,623.44%,call,ETM
846,ETM200619P00001000,2020-05-15 9:50AM EDT,1.0,0.15,0.1,0.25,0.05,+50.00%,10,546,175.00%,put,ETM
847,ETM200619P00002000,2020-04-27 3:52PM EDT,2.0,0.65,0.9,1.0,0.0,-,1,1,173.44%,put,ETM
848,ETM200619P00003000,2020-04-29 9:33AM EDT,3.0,1.66,1.85,2.0,0.0,-,3,69,206.25%,put,ETM
849,ETM200619P00004000,2020-05-14 10:54AM EDT,4.0,2.75,2.85,3.2,0.0,-,30,156,362.50%,put,ETM
850,ETM200619P00005000,2020-04-23 10:40AM EDT,5.0,4.0,3.8,4.0,0.0,-,1,76,100.00%,put,ETM
851,ETM200619P00006000,2020-01-23 3:21PM EDT,6.0,1.6,1.75,1.9,0.0,-,2,101,0.00%,put,ETM
852,ETM200619P00007000,2020-03-13 11:43AM EDT,7.0,4.9,6.0,6.4,0.0,-,1,3,585.94%,put,ETM
853,ETM200918C00001000,2020-05-14 12:54PM EDT,1.0,0.4,0.3,0.4,0.0,-,35,1081,124.22%,call,ETM
854,ETM200918C00002000,2020-05-15 3:30PM EDT,2.0,0.15,0.15,0.2,0.0,-,50,1001,146.88%,call,ETM
855,ETM200918C00003000,2020-05-05 10:38AM EDT,3.0,0.05,0.0,0.1,0.0,-,1,615,125.00%,call,ETM
856,ETM200918C00004000,2020-04-13 9:30AM EDT,4.0,0.05,0.0,0.0,0.0,-,1,42,50.00%,call,ETM
857,ETM200918C00005000,2020-04-27 12:43PM EDT,5.0,0.05,0.0,0.05,0.0,-,4,72,142.19%,call,ETM
858,ETM200918C00006000,2020-04-29 12:26PM EDT,6.0,0.05,0.0,0.05,0.0,-,20,214,154.69%,call,ETM
859,ETM200918C00007000,2020-04-03 11:31AM EDT,7.0,0.05,0.0,0.1,0.0,-,100,91,185.94%,call,ETM
860,ETM200918C00008000,2020-03-27 4:24AM EDT,8.0,0.05,0.0,3.0,0.0,-,2,8,0.00%,call,ETM
861,ETM200918C00009000,2020-04-23 1:20PM EDT,9.0,0.05,0.0,0.05,0.0,-,50,60,179.69%,call,ETM
862,ETM200918P00001000,2020-05-14 2:29PM EDT,1.0,0.3,0.25,0.4,0.0,-,6,198,157.81%,put,ETM
863,ETM200918P00002000,2020-04-13 10:05AM EDT,2.0,1.05,0.0,0.0,0.0,-,100,353,0.00%,put,ETM
864,ETM200918P00003000,2020-04-17 10:13AM EDT,3.0,2.8,1.85,2.05,0.0,-,4,682,125.00%,put,ETM
865,ETM200918P00004000,2020-03-27 4:09AM EDT,4.0,0.8,3.0,3.6,0.0,-,50,112,300.78%,put,ETM
866,ETM200918P00005000,2020-03-13 11:14AM EDT,5.0,3.1,4.0,5.5,0.0,-,16,33,539.06%,put,ETM
867,ETM200918P00006000,2020-03-27 4:09AM EDT,6.0,2.85,4.0,6.4,0.0,-,10,104,293.75%,put,ETM
868,ETM200918P00007000,2020-03-09 10:28AM EDT,7.0,4.26,4.6,6.4,0.0,-,-,2,384.38%,put,ETM
869,ETM201218C00001000,2020-05-15 11:41AM EDT,1.0,0.45,0.25,4.2,-0.05,-10.00%,9,146,0.00%,call,ETM
870,ETM201218C00002000,2020-05-14 2:46PM EDT,2.0,0.26,0.2,0.3,0.0,-,2,91,134.38%,call,ETM
871,ETM201218C00003000,2020-04-29 12:31PM EDT,3.0,0.2,0.0,0.2,0.0,-,-,0,116.41%,call,ETM
872,ETM201218C00004000,2020-04-30 1:13PM EDT,4.0,0.15,0.0,0.15,0.0,-,7,8,124.22%,call,ETM
873,GMLP200619C00002500,2020-05-15 3:18PM EDT,2.5,0.25,0.1,0.35,-0.04,-13.79%,24,94,145.31%,call,GMLP
874,GMLP200619C00005000,2020-05-13 11:01AM EDT,5.0,0.04,0.0,0.05,0.0,-,10,60,162.50%,call,GMLP
875,GMLP200619P00002500,2020-05-15 3:52PM EDT,2.5,0.6,0.6,0.65,0.05,+9.09%,19,41,137.50%,put,GMLP
876,GMLP200821C00002500,2020-05-13 10:21AM EDT,2.5,0.5,0.3,0.6,0.0,-,2,237,138.67%,call,GMLP
877,GMLP200821C00005000,2020-05-14 10:21AM EDT,5.0,0.2,0.05,0.25,0.0,-,5,2238,149.22%,call,GMLP
878,GMLP200821C00007500,2020-05-15 3:27PM EDT,7.5,0.15,0.1,0.25,0.05,+50.00%,5,2060,195.31%,call,GMLP
879,GMLP200821C00010000,2020-05-13 10:12AM EDT,10.0,0.05,0.0,0.15,0.0,-,4,264,181.25%,call,GMLP
880,GMLP200821C00012500,2020-02-13 1:06PM EDT,12.5,0.05,0.0,4.9,0.0,-,19,0,0.00%,call,GMLP
881,GMLP200821P00002500,2020-04-27 11:14AM EDT,2.5,0.8,0.65,2.75,0.0,-,3,73,361.33%,put,GMLP
882,GMLP200821P00005000,2020-04-22 10:56AM EDT,5.0,3.7,2.95,4.8,0.0,-,6,253,348.05%,put,GMLP
883,GMLP200821P00007500,2020-04-14 1:02PM EDT,7.5,5.6,5.3,6.0,0.0,-,10,292,211.72%,put,GMLP
884,GMLP200821P00010000,2020-05-15 11:03AM EDT,10.0,7.8,7.1,8.1,-0.8,-9.30%,10,60,221.88%,put,GMLP
885,GMLP200821P00012500,2020-04-02 12:26PM EDT,12.5,12.0,8.1,11.5,0.0,-,5,21,465.23%,put,GMLP
886,GMLP200821P00015000,2020-04-22 10:48AM EDT,15.0,13.3,11.8,14.0,0.0,-,6,30,480.47%,put,GMLP
887,GMLP200821P00017500,2020-04-03 9:31AM EDT,17.5,16.5,13.8,16.4,0.0,-,2,0,467.58%,put,GMLP
888,GMLP201120C00002500,2020-05-14 12:48PM EDT,2.5,0.65,0.45,0.9,0.0,-,17,84,138.28%,call,GMLP
889,GMLP201120C00005000,2020-05-12 1:27PM EDT,5.0,0.35,0.05,0.35,0.0,-,4,211,117.97%,call,GMLP
890,GMLP201120C00007500,2020-04-22 3:40PM EDT,7.5,0.45,0.0,0.25,0.0,-,50,142,128.13%,call,GMLP
891,GMLP201120P00002500,2020-05-14 12:02PM EDT,2.5,1.16,1.0,1.35,0.0,-,12,31,152.73%,put,GMLP
892,GMLP201120P00005000,2020-05-11 1:37PM EDT,5.0,3.0,1.1,5.5,0.0,-,2,4,151.17%,put,GMLP
893,EXK200619C00002500,2020-05-15 11:15AM EDT,2.5,0.05,0.0,0.05,0.0,-,11,227,103.13%,call,EXK
894,EXK200619C00007500,2020-05-08 1:21PM EDT,7.5,0.9,0.0,0.05,0.0,-,1,1,256.25%,call,EXK
895,EXK200619P00002500,2020-05-15 2:09PM EDT,2.5,0.9,0.8,0.95,-0.05,-5.26%,50,41,75.00%,put,EXK
896,EXK200821C00002500,2020-05-15 3:46PM EDT,2.5,0.14,0.1,0.15,0.04,+40.00%,606,10919,103.13%,call,EXK
897,EXK200821C00005000,2020-05-15 3:33PM EDT,5.0,0.05,0.05,0.1,0.0,-,32,1811,153.13%,call,EXK
898,EXK200821C00007500,2020-03-25 9:30AM EDT,7.5,0.05,0.0,0.05,0.0,-,42,392,151.56%,call,EXK
899,EXK200821P00002500,2020-05-06 10:04AM EDT,2.5,1.1,0.05,1.1,0.0,-,2,245,136.72%,put,EXK
900,EXK200821P00005000,2020-04-23 12:58PM EDT,5.0,3.5,2.6,3.5,0.0,-,3,3,177.34%,put,EXK
901,EXK201120C00002500,2020-05-15 3:59PM EDT,2.5,0.3,0.25,0.3,0.05,+20.00%,1359,5405,108.20%,call,EXK
902,EXK201120C00005000,2020-05-15 3:52PM EDT,5.0,0.1,0.0,0.0,0.02,+25.00%,108,1005,50.00%,call,EXK
903,EXK201120C00007500,2020-05-12 3:29PM EDT,7.5,0.05,0.0,0.05,0.0,-,5,259,109.38%,call,EXK
904,EXK201120P00002500,2020-05-14 10:22AM EDT,2.5,1.35,0.95,1.25,0.0,-,25,109,98.44%,put,EXK
905,INWK200619C00002500,2020-05-04 2:49PM EDT,2.5,0.1,0.0,0.1,0.0,-,10,49,196.88%,call,INWK
906,INWK201016C00002500,2020-05-13 2:55PM EDT,2.5,0.2,0.0,0.2,0.0,-,10,1222,114.84%,call,INWK
907,INWK201016P00005000,2020-03-27 4:20AM EDT,5.0,4.1,3.6,4.4,0.0,-,-,10,199.22%,put,INWK
908,FLNT200619C00002500,2020-05-15 3:27PM EDT,2.5,0.05,0.0,0.05,0.0,-,5,1013,98.44%,call,FLNT
909,FLNT200619C00005000,2020-05-11 3:14PM EDT,5.0,0.04,0.0,0.05,0.0,-,24,297,203.13%,call,FLNT
910,FLNT200619P00002500,2020-05-13 10:11AM EDT,2.5,0.8,0.85,1.0,0.0,-,601,87,145.31%,put,FLNT
911,FLNT200918C00002500,2020-05-15 3:59PM EDT,2.5,0.25,0.25,0.3,-0.05,-16.67%,500,1643,129.30%,call,FLNT
